Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
19705 Cooley,22115318.,Homrich,$19400.00,03/16/2015,No,1,42.434688,-83.260215,"19705 Cooley
(42.434688, -83.260215)",Berg-Lahser
19705 Houghton,22115436.006,Homrich,$22700.00,02/23/2015,No,1,42.434652,-83.261385,"19705 Houghton
(42.434652, -83.261385)",Berg-Lahser
19706 Albion,17014297-8,Jenkins Construction,$10500.00,06/23/2015,No,3,42.440246,-83.005659,"19706 Albion
(42.440246, -83.005659)",Pulaski
19706 Klinger,13022869.,DMC Consultants,$10778.00,08/21/2015,No,3,42.439485,-83.069323,"19706 Klinger
(42.439485, -83.069323)",Pershing
1971 Brighton,08005499.,Homrich,$20500.00,07/14/2014,No,2,42.414067,-83.120145,"1971 Brighton
(42.414067, -83.120145)",Martin Park
1971 Eason,08005331.,"Adamo Group, Inc.",$8145.00,07/11/2014,No,2,42.41091,-83.119985,"1971 Eason
(42.41091, -83.119985)",Martin Park
19710 Bentler,22110721.,Homrich,$12844.35,08/21/2014,No,1,42.434933,-83.253318,"19710 Bentler
(42.434933, -83.253318)",Evergreen Lahser 7/8
19710 Runyon,17014665-6,DMC Consultants,$9644.00,05/22/2015,No,3,42.440266,-83.006699,"19710 Runyon
(42.440266, -83.006699)",Pulaski
19711 Albion,17014325.,"Adamo Group, Inc.",$8692.72,07/31/2014,No,3,42.440277,-83.006253,"19711 Albion
(42.440277, -83.006253)",Pulaski
19711 Blackstone,22109245.,Homrich,$12486.05,08/25/2014,No,1,42.434969,-83.251599,"19711 Blackstone
(42.434969, -83.251599)",Evergreen Lahser 7/8
19711 Joann,21030789.,Farrow Group,$13910.00,10/21/2015,No,3,42.440706,-82.990556,"19711 Joann
(42.440706, -82.990556)",Pulaski
19711 Runyon,17014692.,"Adamo Group, Inc.",$12836.89,05/12/2015,No,3,42.440253,-83.00728,"19711 Runyon
(42.440253, -83.00728)",Pulaski
19714 Stout,22101468.,ABC Demolition,$12483.33,10/07/2015,No,1,42.43516,-83.243081,"19714 Stout
(42.43516, -83.243081)",Evergreen Lahser 7/8
19715 Harned,13024163.,"Direct Construction Services, LLC",$4817.75,04/14/2016,No,3,42.439512,-83.07407,"19715 Harned
(42.439512, -83.07407)",Pershing
19716 Braile,22105454.,Rickman Enterprise Group,$10940.00,09/09/2015,No,1,42.435237,-83.246069,"19716 Braile
(42.435237, -83.246069)",Evergreen Lahser 7/8
19719 Bentler,22110793.,Homrich,$11182.88,08/21/2014,No,1,42.435026,-83.254012,"19719 Bentler
(42.435026, -83.254012)",Evergreen Lahser 7/8
1972 Dearing,09006169.,"Adamo Group, Inc.",$5591.00,11/07/2014,No,3,42.408595,-83.075176,"1972 Dearing
(42.408595, -83.075176)",Campau/Banglatown
19720 Hoover,21036315.,"Adamo Group, Inc.",$10731.90,08/18/2014,No,3,42.440462,-83.004547,"19720 Hoover
(42.440462, -83.004547)",Pulaski
19720 Stout,22101469-70,"Adamo Group, Inc.",$9865.00,06/23/2016,No,1,42.435275,-83.243085,"19720 Stout
(42.435275, -83.243085)",Evergreen Lahser 7/8
19726 Dwyer,13011884.,Homrich,$11700.00,12/04/2015,No,3,42.44033,-83.041341,"19726 Dwyer
(42.44033, -83.041341)",Farwell
19726 Faust,22078847.,"Adamo Group, Inc.",$9602.00,06/21/2016,No,1,42.435792,-83.223994,"19726 Faust
(42.435792, -83.223994)",O'Hair Park
19727 Burgess,22112211.,Rickman Enterprise Group,$10860.00,10/22/2015,No,1,42.43508,-83.256455,"19727 Burgess
(42.43508, -83.256455)",Evergreen Lahser 7/8
19727 Hoover,17013865.,Rickman Enterprise Group,$12850.00,04/05/2016,No,3,42.440546,-83.005224,"19727 Hoover
(42.440546, -83.005224)",Pulaski
19727 Joann,21030787.,Rickman Enterprise Group,$9460.00,04/04/2016,No,3,42.440925,-82.990562,"19727 Joann
(42.440925, -82.990562)",Pulaski
19727 Stout,22101550.,"Adamo Group, Inc.",$10637.00,06/23/2016,No,1,42.435345,-83.243717,"19727 Stout
(42.435345, -83.243717)",Evergreen Lahser 7/8
19733 Glastonbury,22082328.,Homrich,$15054.29,09/08/2014,No,1,42.435908,-83.223544,"19733 Glastonbury
(42.435908, -83.223544)",O'Hair Park
19734 Chapel,22111437.,Rickman Enterprise Group,$11130.00,02/03/2016,No,1,42.435237,-83.254513,"19734 Chapel
(42.435237, -83.254513)",Evergreen Lahser 7/8
19734 Faust,22078848.,Rickman Enterprise Group,$13530.00,10/27/2015,No,1,42.435902,-83.223998,"19734 Faust
(42.435902, -83.223998)",O'Hair Park
19734 Strasburg,21034275.,DMC Consultants,$9788.75,05/14/2016,No,3,42.440815,-82.998388,"19734 Strasburg
(42.440815, -82.998388)",Pulaski
19736 Hoover,21036317.,"Adamo Group, Inc.",$7608.56,08/18/2014,No,3,42.440682,-83.004555,"19736 Hoover
(42.440682, -83.004555)",Pulaski
1974 Taylor,08002629.,Homrich,$34100.00,11/26/2014,No,5,42.375298,-83.100479,"1974 Taylor
(42.375298, -83.100479)",North LaSalle
1974 Tuxedo,08003503.,Rickman Enterprise Group,$21580.00,07/21/2016,No,5,42.386702,-83.108263,"1974 Tuxedo
(42.386702, -83.108263)",Dexter-Linwood
19740 Ashton,22075272.,"Adamo Group, Inc.",$11034.00,06/12/2015,No,1,42.436062,-83.220416,"19740 Ashton
(42.436062, -83.220416)",O'Hair Park
19740 Binder,13021222.,Rickman Enterprise Group,$12640.00,06/25/2016,No,3,42.440021,-83.064268,"19740 Binder
(42.440021, -83.064268)",Pershing
19741 Runyon,17014688.,DMC Consultants,$11000.00,05/12/2016,No,3,42.440675,-83.007295,"19741 Runyon
(42.440675, -83.007295)",Pulaski
19741 Trinity,22108650.005,MCM,$15198.00,09/22/2014,No,1,42.435375,-83.250398,"19741 Trinity
(42.435375, -83.250398)",Evergreen Lahser 7/8
19744 Hoover,21036318.,"Adamo Group, Inc.",$5050.47,08/18/2014,No,3,42.440791,-83.00456,"19744 Hoover
(42.440791, -83.00456)",Pulaski
19744 Kentfield,22100428-30,DMC Consultants,$5817.20,07/01/2014,No,1,42.435608,-83.242026,"19744 Kentfield
(42.435608, -83.242026)",Evergreen Lahser 7/8
19745 Joann,21030784.,Rickman Enterprise Group,$9160.00,04/04/2016,No,3,42.441145,-82.990569,"19745 Joann
(42.441145, -82.990569)",Pulaski
19747 Hamburg,21033939.,Rickman Enterprise Group,$13810.00,07/29/2015,No,3,42.441056,-82.997944,"19747 Hamburg
(42.441056, -82.997944)",Pulaski
19748 Binder,13021223.,Rickman Enterprise Group,$6450.00,04/27/2016,No,3,42.440134,-83.064274,"19748 Binder
(42.440134, -83.064274)",Pershing
1975 Dearing,09006186.,"Adamo Group, Inc.",$36757.00,11/14/2014,No,3,42.408968,-83.075412,"1975 Dearing
(42.408968, -83.075412)",Campau/Banglatown
19750 Stahelin,22083347.,ABC Demolition,$14083.33,10/20/2015,No,1,42.436073,-83.22762,"19750 Stahelin
(42.436073, -83.22762)",O'Hair Park
19750 Trinity,22108646.045,"Adamo Group, Inc.",$15549.00,09/22/2015,No,1,42.435504,-83.249712,"19750 Trinity
(42.435504, -83.249712)",Evergreen Lahser 7/8
19751 Blackstone,22109240.,Homrich,$10125.54,08/27/2014,No,1,42.435517,-83.251615,"19751 Blackstone
(42.435517, -83.251615)",Evergreen Lahser 7/8
19751 Kentfield,22100500-1,MCM,$9312.00,09/23/2014,No,1,42.435642,-83.242654,"19751 Kentfield
(42.435642, -83.242654)",Evergreen Lahser 7/8
19751 Rowe,21035951.,Homrich,$8118.22,08/11/2014,No,3,42.440913,-83.004065,"19751 Rowe
(42.440913, -83.004065)",Pulaski
19756 Glastonbury,22082216.,Homrich,$16517.51,09/08/2014,No,1,42.436245,-83.222856,"19756 Glastonbury
(42.436245, -83.222856)",O'Hair Park
19756 Runyon,17014672.,Homrich,$19102.52,08/11/2014,No,3,42.4409,-83.006719,"19756 Runyon
(42.4409, -83.006719)",Pulaski
19760 Bentler,22110727.,Homrich,$13263.23,08/21/2014,No,1,42.435591,-83.253338,"19760 Bentler
(42.435591, -83.253338)",Evergreen Lahser 7/8
19761 Waltham,21032827-8,"313 Construction, LLC",$13361.41,10/05/2015,No,3,42.441272,-82.995439,"19761 Waltham
(42.441272, -82.995439)",Pulaski
19763 Lahser,22113619.,Rickman Enterprise Group,$15840.00,10/23/2015,No,1,42.43547,-83.258926,"19763 Lahser
(42.43547, -83.258926)",Berg-Lahser
19764 Beland,17015406.,Jenkins Construction,$8400.00,06/29/2015,No,3,42.440938,-83.008792,"19764 Beland
(42.440938, -83.008792)",Pulaski
19764 Rosemont,22076678.,ABC Demolition,$19883.33,10/22/2015,No,1,42.436373,-83.221634,"19764 Rosemont
(42.436373, -83.221634)",O'Hair Park
19765 Westphalia,21031823.,Farrow Group,$13591.00,12/09/2015,No,3,42.441392,-82.993002,"19765 Westphalia
(42.441392, -82.993002)",Pulaski
19766 Houghton,22115404.,Rickman Enterprise Group,$11390.00,09/09/2015,No,1,42.43551,-83.260767,"19766 Houghton
(42.43551, -83.260767)",Berg-Lahser
19767 Rowe,21035949.,Farrow Group,$11029.55,12/05/2014,No,3,42.441132,-83.004074,"19767 Rowe
(42.441132, -83.004074)",Pulaski
19767 Stout,22101543-4,MCM,$13071.00,09/23/2014,No,1,42.435894,-83.243735,"19767 Stout
(42.435894, -83.243735)",Evergreen Lahser 7/8
19771 Burt Rd,22107819.002,"Adamo Group, Inc.",$11311.00,03/23/2016,No,1,42.43576,-83.249241,"19771 Burt Rd
(42.43576, -83.249241)",Evergreen Lahser 7/8
19773 Ashton,22075380.,Rickman Enterprise Group,$12720.00,11/23/2015,No,1,42.436491,-83.221137,"19773 Ashton
(42.436491, -83.221137)",O'Hair Park
19774 Houghton,22115405.,Rickman Enterprise Group,$11890.00,10/22/2015,No,1,42.435619,-83.260772,"19774 Houghton
(42.435619, -83.260772)",Berg-Lahser
19775 Hamburg,21033936.003L,Farrow Group,$13085.00,10/21/2015,No,3,42.441385,-82.997958,"19775 Hamburg
(42.441385, -82.997958)",Pulaski
19775 Rowe,21035948.,DMC Consultants,$10136.00,05/16/2016,No,3,42.441242,-83.004079,"19775 Rowe
(42.441242, -83.004079)",Pulaski
19776 Stahelin,22083350.,ABC Demolition,$10783.33,10/20/2015,No,1,42.436402,-83.227631,"19776 Stahelin
(42.436402, -83.227631)",O'Hair Park
19776 Stout,22101479.,ABC Demolition,$13283.33,10/07/2015,No,1,42.436024,-83.243112,"19776 Stout
(42.436024, -83.243112)",Evergreen Lahser 7/8
1978 Florence,08005445.,DMC Consultants,$9400.00,06/06/2016,No,2,42.412904,-83.120191,"1978 Florence
(42.412904, -83.120191)",Martin Park
19787 Waltham,21032823-4,DMC Consultants,$9972.00,05/14/2016,No,3,42.441642,-82.995454,"19787 Waltham
(42.441642, -82.995454)",Pulaski
1979 E Grand Blvd,11001963.,DMC Consultants,$11600.00,11/20/2014,No,5,42.374294,-83.040888,"1979 E Grand Blvd
(42.374294, -83.040888)",Poletown East
19792 Heyden,22099377-8,Homrich,$18600.00,12/17/2014,No,1,42.436321,-83.240979,"19792 Heyden
(42.436321, -83.240979)",Evergreen Lahser 7/8
19792 Waltham,21032706.,Rickman Enterprise Group,$12900.00,08/02/2015,No,3,42.441723,-82.994796,"19792 Waltham
(42.441723, -82.994796)",Pulaski
19799 Rowe,21035945.,DMC Consultants,$9302.51,05/16/2016,No,3,42.441573,-83.004091,"19799 Rowe
(42.441573, -83.004091)",Pulaski
1980 Tuxedo,08003502.,Rickman Enterprise Group,$8640.00,07/21/2016,No,5,42.386665,-83.108362,"1980 Tuxedo
(42.386665, -83.108362)",Dexter-Linwood
19800 Blackstone,22109220.003,Rickman Enterprise Group,$18260.00,10/21/2015,No,1,42.436242,-83.250919,"19800 Blackstone
(42.436242, -83.250919)",Evergreen Lahser 7/8
19801 Lahser,22113615.,Homrich,$16300.00,12/04/2014,No,1,42.435964,-83.258944,"19801 Lahser
(42.435964, -83.258944)",Berg-Lahser
19803 Heyden,22099432-3,Rickman Enterprise Group,$10620.00,10/23/2015,No,1,42.436399,-83.241611,"19803 Heyden
(42.436399, -83.241611)",Evergreen Lahser 7/8
19805 Kelly Rd,21057115-7,Blue Star,$17400.00,06/15/2016,No,3,42.442074,-82.947885,"19805 Kelly Rd
(42.442074, -82.947885)",Regent Park
1981 Florence,08005431.,DMC Consultants,$6156.00,05/05/2014,No,2,42.412458,-83.120266,"1981 Florence
(42.412458, -83.120266)",Martin Park
1981 Mcpherson,09005329.,Rickman Enterprise Group,$7380.00,04/08/2016,No,3,42.404461,-83.072272,"1981 Mcpherson
(42.404461, -83.072272)",Campau/Banglatown
1981 Sharon,20008300-0,MCM,$7199.00,08/01/2014,No,6,42.306894,-83.134595,"1981 Sharon
(42.306894, -83.134595)",Springwells
19814 Lahser,22113515.,ABC Demolition,$15335.00,10/30/2014,No,1,42.436209,-83.258143,"19814 Lahser
(42.436209, -83.258143)",Evergreen Lahser 7/8
19819 Sawyer,22001000-1,Homrich,$9845.81,08/13/2014,No,7,42.346578,-83.234731,"19819 Sawyer
(42.346578, -83.234731)",Warrendale
1982 Clairmount,08002719.,Homrich,$23300.00,12/01/2014,No,5,42.376058,-83.101132,"1982 Clairmount
(42.376058, -83.101132)",North LaSalle
1982 Labelle,08004889.,"Adamo Group, Inc.",$10353.00,04/15/2015,No,2,42.399563,-83.117297,"1982 Labelle
(42.399563, -83.117297)",Oakman Blvd Community
19821 Joann,21030779-80,"313 Construction, LLC",$15746.17,10/13/2015,No,3,42.441606,-82.990584,"19821 Joann
(42.441606, -82.990584)",Pulaski
19829 Chicago,22003907-8,"Adamo Group, Inc.",$11661.44,09/16/2014,No,7,42.364447,-83.235417,"19829 Chicago
(42.364447, -83.235417)",Franklin Park
1983 E Grand Blvd,11001962.,Homrich,$13700.00,07/06/2015,No,5,42.374369,-83.040936,"1983 E Grand Blvd
(42.374369, -83.040936)",Poletown East
19831 Joann,21030778.,DMC Consultants,$10775.00,06/03/2016,No,3,42.441713,-82.990588,"19831 Joann
(42.441713, -82.990588)",Pulaski
19833 Tireman,22001326-7,"Adamo Group, Inc.",$15416.37,05/08/2015,No,7,42.350107,-83.23509,"19833 Tireman
(42.350107, -83.23509)",Warrendale
19841 Lyndon,22009934-5,"Adamo Group, Inc.",$8477.00,07/03/2014,No,1,42.393208,-83.236833,"19841 Lyndon
(42.393208, -83.236833)",Westwood Park
1985 Dearing,09006188.,Able Demolition,$14145.05,06/23/2015,No,3,42.409042,-83.075214,"1985 Dearing
(42.409042, -83.075214)",Campau/Banglatown
1986 Seward,08001948.,DMC Consultants,$18930.00,05/06/2015,No,5,42.368653,-83.096224,"1986 Seward
(42.368653, -83.096224)",LaSalle Gardens
1989 Hazelwood,08002510.,DMC Consultants,$17084.40,05/27/2015,No,5,42.373957,-83.099849,"1989 Hazelwood
(42.373957, -83.099849)",North LaSalle
1989 Louise,08005387.,"Adamo Group, Inc.",$9335.00,07/15/2014,No,2,42.411674,-83.120363,"1989 Louise
(42.411674, -83.120363)",Martin Park
1990 Clements,08004577.,Able Demolition,$16503.40,03/05/2015,No,2,42.396743,-83.115512,"1990 Clements
(42.396743, -83.115512)",Oakman Blvd Community
1990 Seward,08001947.,DMC Consultants,$18860.00,05/06/2015,No,5,42.36861,-83.096341,"1990 Seward
(42.36861, -83.096341)",LaSalle Gardens
19909 Southfield,22073935-8,"Adamo Group, Inc.",$12831.00,06/15/2015,No,1,42.437463,-83.22021,"19909 Southfield
(42.437463, -83.22021)",O'Hair Park
1991 Highland,08003885.,Rickman Enterprise Group,$15305.00,03/03/2017,No,5,42.389735,-83.110682,"1991 Highland
(42.389735, -83.110682)",Dexter-Linwood
19916 Stahelin,22083353.,"Adamo Group, Inc.",$10779.00,10/01/2015,No,1,42.43761,-83.227835,"19916 Stahelin
(42.43761, -83.227835)",O'Hair Park
19916 Winston,22123980.001,Homrich,$10200.00,06/30/2015,No,1,42.436437,-83.283509,"19916 Winston
(42.436437, -83.283509)",Five Points
19917 Hickory,21030427.,"Adamo Group, Inc.",$8348.00,03/30/2016,No,3,42.4426,-82.988209,"19917 Hickory
(42.4426, -82.988209)",Conner Creek
19919 Dresden,21034844.,"Adamo Group, Inc.",$17381.17,07/30/2014,No,3,42.442282,-83.00044,"19919 Dresden
(42.442282, -83.00044)",Conner Creek
19919 Hamburg,21033935.,Brown Environmental Construction,$6335.00,12/15/2014,No,3,42.442374,-82.997926,"19919 Hamburg
(42.442374, -82.997926)",Conner Creek
19919 Rosemont,22076781.,"Adamo Group, Inc.",$15817.90,03/06/2015,No,1,42.437706,-83.222586,"19919 Rosemont
(42.437706, -83.222586)",O'Hair Park
19919 Rowe,21035944.,DMC Consultants,$11250.00,12/30/2014,No,3,42.442193,-83.004099,"19919 Rowe
(42.442193, -83.004099)",Conner Creek
1992 Blaine,08002371.,DMC Consultants,$19963.13,08/22/2016,No,5,42.372746,-83.099093,"1992 Blaine
(42.372746, -83.099093)",North LaSalle
19920 Bloom,13015280-1,DMC Consultants,$12139.00,08/10/2015,No,3,42.441339,-83.049152,"19920 Bloom
(42.441339, -83.049152)",Farwell
19922 Annott,21035499.,"Adamo Group, Inc.",$15177.46,08/04/2014,No,3,42.442344,-83.002196,"19922 Annott
(42.442344, -83.002196)",Conner Creek
19922 Bradford,21035104.,Rickman Enterprise Group,$14420.00,08/02/2015,No,3,42.442378,-83.000976,"19922 Bradford
(42.442378, -83.000976)",Conner Creek
19924 Dresden,21034752.,"Adamo Group, Inc.",$17393.90,07/30/2014,No,3,42.442455,-82.999768,"19924 Dresden
(42.442455, -82.999768)",Conner Creek
19924 Hull,09019881.,"Adamo Group, Inc.",$14918.00,03/27/2017,No,3,42.440377,-83.088672,"19924 Hull
(42.440377, -83.088672)",Nolan
19925 Barlow,21033317.,Homrich,$15200.00,01/27/2016,No,3,42.442526,-82.996732,"19925 Barlow
(42.442526, -82.996732)",Conner Creek
19925 Hoover,17013852.001,Able Demolition,$165000.00,03/07/2016,Yes,3,42.442259,-83.006461,"19925 Hoover
(42.442259, -83.006461)",Conner Creek
19926 Riopelle,09018634.,Rickman Enterprise Group,$14310.00,12/21/2015,No,3,42.440451,-83.086421,"19926 Riopelle
(42.440451, -83.086421)",Nolan
19929 Annott,21035581.,"Adamo Group, Inc.",$13242.18,08/05/2014,No,3,42.442437,-83.002888,"19929 Annott
(42.442437, -83.002888)",Conner Creek
19929 Barlow,21033316.,Rickman Enterprise Group,$9750.00,03/14/2016,No,3,42.442636,-82.996737,"19929 Barlow
(42.442636, -82.996737)",Conner Creek
19930 Dresden,21034753.,Farrow Group,$16951.50,12/02/2015,No,3,42.442579,-82.999774,"19930 Dresden
(42.442579, -82.999774)",Conner Creek
19934 Barlow,21033202.,Homrich,$15000.00,01/27/2016,No,3,42.442766,-82.996035,"19934 Barlow
(42.442766, -82.996035)",Conner Creek
19935 Annott,21035580.,Timesavers Contracting,$14861.00,09/06/2015,No,3,42.442547,-83.002893,"19935 Annott
(42.442547, -83.002893)",Conner Creek
19935 Rowe,21035941.,MCM,$14449.28,08/06/2014,No,3,42.442522,-83.004114,"19935 Rowe
(42.442522, -83.004114)",Conner Creek
19936 Dresden,21034754.,"Adamo Group, Inc.",$17636.40,07/30/2014,No,3,42.442695,-82.999779,"19936 Dresden
(42.442695, -82.999779)",Conner Creek
19938 Avon,22081592.,"Adamo Group, Inc.",$8663.00,03/21/2016,No,1,42.438083,-83.226644,"19938 Avon
(42.438083, -83.226644)",O'Hair Park
19938 Rowe,21035865.,MCM,$17098.30,07/30/2014,No,3,42.442646,-83.00343,"19938 Rowe
(42.442646, -83.00343)",Conner Creek
19938 Winston,22123982.001,Homrich,$11130.00,08/02/2016,No,1,42.436939,-83.283525,"19938 Winston
(42.436939, -83.283525)",Five Points
19939 Dresden,21034840.,"Adamo Group, Inc.",$14429.21,08/09/2014,No,3,42.442721,-83.000458,"19939 Dresden
(42.442721, -83.000458)",Conner Creek
1994 Cabot,20007692.,Blue Star,$11900.00,09/05/2014,No,6,42.307855,-83.132437,"1994 Cabot
(42.307855, -83.132437)",Springwells
1994 Glynn Ct,08003173.,Able Demolition,$20667.13,02/25/2015,No,5,42.38171,-83.10523,"1994 Glynn Ct
(42.38171, -83.10523)",Dexter-Linwood
1994 Louise,08005397.,DMC Consultants,$11833.50,03/11/2014,No,2,42.412098,-83.120482,"1994 Louise
(42.412098, -83.120482)",Martin Park
19940 Ashton,22075283.,Homrich,$17138.64,09/09/2014,No,1,42.43819,-83.220708,"19940 Ashton
(42.43819, -83.220708)",O'Hair Park
19940 Rosemont,22076686.,ABC Demolition,$11583.33,10/21/2015,No,1,42.43816,-83.221907,"19940 Rosemont
(42.43816, -83.221907)",O'Hair Park
19942 Bloom,13015285.,"Adamo Group, Inc.",$8577.00,01/22/2015,No,3,42.441809,-83.049177,"19942 Bloom
(42.441809, -83.049177)",Farwell
19943 Strasburg,21034378.,"Adamo Group, Inc.",$13296.89,08/19/2014,No,3,42.442817,-82.999267,"19943 Strasburg
(42.442817, -82.999267)",Conner Creek
19944 Annott,21035503.,"Adamo Group, Inc.",$11595.70,08/05/2014,No,3,42.442783,-83.002215,"19944 Annott
(42.442783, -83.002215)",Conner Creek
19944 Omira,09022790.,"Adamo Group, Inc.",$22307.00,10/02/2015,No,3,42.440463,-83.095904,"19944 Omira
(42.440463, -83.095904)",Nolan
19944 Rowe,21035866.,MCM,$16919.62,07/30/2014,No,3,42.442756,-83.003435,"19944 Rowe
(42.442756, -83.003435)",Conner Creek
19945 Annott,21035578.,Timesavers Contracting,$13738.00,09/06/2015,No,3,42.442766,-83.002902,"19945 Annott
(42.442766, -83.002902)",Conner Creek
19945 Avon,22081632.,"Adamo Group, Inc.",$11584.00,06/21/2016,No,1,42.43818,-83.227369,"19945 Avon
(42.43818, -83.227369)",O'Hair Park
19945 Rowe,21035939.,Rickman Enterprise Group,$16000.00,02/24/2017,No,3,42.442741,-83.004122,"19945 Rowe
(42.442741, -83.004122)",Conner Creek
19947 Concord,15011329.,MCM,$9181.44,08/07/2014,No,3,42.441896,-83.03343,"19947 Concord
(42.441896, -83.03343)",Sherwood
19948 Bloom,13015286-7,Blue Star,$12300.00,06/07/2016,No,3,42.441924,-83.049184,"19948 Bloom
(42.441924, -83.049184)",Farwell
19951 Bradford,21035182.,"Adamo Group, Inc.",$10746.05,08/14/2014,No,3,42.442905,-83.001687,"19951 Bradford
(42.442905, -83.001687)",Conner Creek
19951 Concord,15011328.,Rickman Enterprise Group,$7810.00,04/08/2016,No,3,42.441992,-83.033434,"19951 Concord
(42.441992, -83.033434)",Sherwood
19952 Dresden,21034757.,"Adamo Group, Inc.",$13665.19,08/07/2014,No,3,42.443024,-82.999794,"19952 Dresden
(42.443024, -82.999794)",Conner Creek
19953 Goulburn,21032302.,Rickman Enterprise Group,$11380.00,08/14/2015,No,3,42.443174,-82.994415,"19953 Goulburn
(42.443174, -82.994415)",Conner Creek
19953 Helen,15009321.,Homrich,$10707.67,08/02/2014,No,3,42.441905,-83.032214,"19953 Helen
(42.441905, -83.032214)",Sherwood
19954 Annott,21035505.,Timesavers Contracting,$13442.00,09/06/2015,No,3,42.443003,-83.002224,"19954 Annott
(42.443003, -83.002224)",Conner Creek
19955 Bloom,13015388.,"Adamo Group, Inc.",$7395.00,03/31/2016,No,3,42.442026,-83.049789,"19955 Bloom
(42.442026, -83.049789)",Farwell
19955 Dresden,21034837.,"Adamo Group, Inc.",$16965.18,08/06/2014,No,3,42.44305,-83.000473,"19955 Dresden
(42.44305, -83.000473)",Conner Creek
19956 Dresden,21034758.,Brown Environmental Construction,$5296.00,03/23/2016,No,3,42.443134,-82.999799,"19956 Dresden
(42.443134, -82.999799)",Conner Creek
19956 Stahelin,22083360.,DMC Consultants,$6993.40,07/22/2014,No,1,42.438392,-83.227858,"19956 Stahelin
(42.438392, -83.227858)",O'Hair Park
19957 Glastonbury,22082313.,Homrich,$15599.42,09/08/2014,No,1,42.43849,-83.223812,"19957 Glastonbury
(42.43849, -83.223812)",O'Hair Park
19959 Evergreen,22096076.016,DMC Consultants,$7832.00,04/05/2016,No,1,42.438122,-83.239593,"19959 Evergreen
(42.438122, -83.239593)",Evergreen Lahser 7/8
19960 Bloom,13015289.,Blue Star,$11300.00,07/21/2016,No,3,42.442155,-83.049197,"19960 Bloom
(42.442155, -83.049197)",Farwell
19960 Moenart,13015794.,Able Demolition,$11132.73,03/09/2017,No,3,42.442116,-83.050213,"19960 Moenart
(42.442116, -83.050213)",Farwell
