date,district,latitude,longitude
07/24/2015,3,42.427581,-83.000171
06/27/2014,7,42.374974,-83.210564
04/06/2015,7,42.375069,-83.205726
08/05/2015,7,42.376047,-83.167898
02/18/2014,7,42.374884,-83.215411
12/29/2014,5,42.38787,-83.098673
01/23/2015,6,42.336578,-83.102553
08/13/2014,3,42.427586,-82.999999
03/13/2015,7,42.374634,-83.234759
02/24/2017,4,42.416197,-82.995741
09/03/2015,7,42.377887,-83.157003
01/13/2015,4,42.410534,-82.990939
07/06/2016,7,42.374679,-83.231808
12/08/2015,4,42.412646,-83.00681
08/05/2014,3,42.427059,-82.999968
11/19/2014,7,42.37675,-83.142063
03/30/2016,6,42.306187,-83.116816
05/16/2016,7,42.374743,-83.234763
07/22/2015,7,42.376999,-83.157405
08/05/2015,7,42.376266,-83.167906
12/09/2015,4,42.401301,-82.984943
05/20/2016,4,42.42832,-82.947882
06/08/2015,4,42.413996,-82.99419
06/12/2015,7,42.375171,-83.216104
05/06/2014,5,42.387822,-83.098807
06/16/2016,6,42.30883,-83.110275
10/21/2015,4,42.419118,-82.989374
08/30/2014,7,42.374853,-83.234767
08/30/2014,7,42.374892,-83.235454
09/21/2015,7,42.375267,-83.216108
07/06/2015,7,42.377212,-83.157962
07/06/2016,7,42.375032,-83.232334
09/21/2015,7,42.375363,-83.216111
12/30/2014,7,42.375024,-83.240973
02/06/2015,7,42.378326,-83.157019
06/12/2015,7,42.375459,-83.216114
10/07/2014,7,42.378101,-83.135508
10/29/2015,7,42.375191,-83.235942
02/16/2016,7,42.376764,-83.165502
03/07/2016,4,42.402614,-82.985166
01/23/2015,7,42.375745,-83.205241
06/19/2015,7,42.375241,-83.233048
05/26/2015,5,42.387271,-83.098436
08/05/2015,7,42.376815,-83.167924
12/10/2014,4,42.41382,-82.993237
07/25/2014,7,42.377095,-83.154032
09/26/2014,7,42.375301,-83.235946
08/22/2014,4,42.406246,-82.987267
07/06/2016,7,42.375351,-83.233052
08/11/2014,7,42.375353,-83.240983
09/25/2014,5,42.374237,-83.089601
01/12/2015,4,42.405793,-82.986794
09/26/2014,7,42.37541,-83.23595
05/14/2015,4,42.427871,-82.950377
08/08/2014,7,42.375461,-83.233056
08/05/2015,7,42.376925,-83.167927
09/26/2014,7,42.375456,-83.23675
04/07/2014,7,42.375962,-83.208871
10/08/2015,7,42.377131,-83.161707
09/04/2015,7,42.37557,-83.233059
09/14/2015,7,42.375561,-83.234266
08/08/2014,7,42.375576,-83.232386
02/05/2016,7,42.377652,-83.13992
10/08/2015,7,42.377227,-83.161712
09/15/2016,7,42.375573,-83.240451
08/08/2014,7,42.37568,-83.233063
05/01/2015,7,42.377745,-83.139924
07/24/2015,7,42.37722,-83.171641
08/05/2015,7,42.377263,-83.16865
08/28/2014,4,42.415569,-82.993416
11/06/2014,6,42.305486,-83.119217
04/29/2014,7,42.376307,-83.211303
07/27/2015,7,42.377495,-83.162555
07/06/2016,7,42.375899,-83.23307
11/21/2014,4,42.416411,-82.993685
06/21/2016,7,42.375846,-83.241703
09/17/2015,1,42.389604,-83.256933
07/31/2015,6,42.279402,-83.14631
09/02/2014,6,42.308915,-83.110336
06/08/2015,7,42.377583,-83.163149
08/05/2015,7,42.377474,-83.167945
02/24/2016,7,42.37771,-83.159524
12/22/2015,7,42.377767,-83.154056
