latitude,longitude
42.344544,-83.038054
42.433333,-83.054059
42.372471,-83.201637
42.305579,-83.122986
42.329315,-83.150908
42.334661,-83.050129
42.374936,-83.076435
42.329435,-83.053038
42.296137,-83.129676
42.334881,-83.142258
42.329525,-83.04504
42.423595,-82.993852
42.371657,-83.019424
42.416555,-83.183688
42.442615,-83.284802
42.308925,-83.104035
42.343989,-83.062463
42.43051,-83.19654
42.328923,-83.224944
42.30505,-83.1226
42.447862,-83.040235
42.394816,-83.203779
42.42053,-82.974689
42.36657,-83.076911
42.393486,-83.133387
42.349463,-83.077222
42.357816,-82.971783
42.329447,-83.050859
42.338018,-83.018896
42.335876,-83.140052
42.328958,-83.222979
42.328368,-83.050085
42.338628,-83.052
42.419925,-83.101886
42.347008,-83.053459
42.429525,-83.241071
42.376868,-83.031467
42.284408,-83.162931
42.357196,-82.974716
42.341705,-83.259204
42.438251,-83.043974
42.351732,-83.031542
42.411934,-83.040199
42.38916,-83.168749
42.331111,-83.123689
42.34363,-83.198259
42.350796,-83.043527
42.404124,-82.966359
42.368523,-82.981558
42.443346,-83.255073
42.387514,-82.946243
42.332279,-83.050796
42.417912,-83.173653
42.429996,-83.220708
42.336057,-83.043963
42.434145,-83.015576
42.433966,-83.02521
42.428335,-83.038721
42.334856,-83.045929
42.400526,-83.244537
42.392963,-82.983302
42.40848,-82.977018
42.385549,-83.139407
42.39742,-82.920271
42.343428,-83.212017
42.334137,-83.044847
42.368733,-83.072313
42.337218,-83.05027
42.417616,-83.11448
42.352519,-83.069955
42.331344,-83.08085
42.308798,-83.098302
42.418213,-83.072307
42.417137,-83.001148
42.338062,-83.054215
42.414769,-82.939284
42.427482,-82.993051
42.396316,-82.973437
42.344424,-83.037908
42.411817,-83.045703
42.361054,-83.197125
42.433249,-83.057556
42.344196,-83.060419
42.337352,-83.045926
42.33058,-83.04585
42.34319,-83.230208
42.366056,-83.152208
42.431068,-83.181229
42.357751,-83.222344
42.410788,-83.243365
42.335187,-83.04187
42.401425,-83.201149
42.386355,-83.231074
42.420772,-83.047713
42.416626,-83.176047
42.34295,-83.011611
42.32809,-83.050749
42.377235,-83.111272
42.447027,-83.081329
42.404672,-83.023132
42.409484,-83.172388
42.374239,-82.940827
42.368346,-83.105363
42.333828,-83.041811
42.330414,-83.045728
42.334451,-83.058992
42.353882,-82.991002
42.335272,-83.04968
42.414436,-83.280619
42.331141,-83.139283
42.365913,-83.172313
42.360296,-83.069086
42.331122,-83.115799
42.429356,-83.02407
42.336818,-83.055731
42.368019,-83.021835
42.324203,-83.056385
42.331384,-83.043867
42.33832,-83.051804
42.331374,-83.075671
42.357805,-83.218425
42.329124,-83.215986
42.325546,-83.077619
42.423737,-82.944152
42.425625,-82.988145
42.335681,-83.045683
42.34474,-83.132463
42.335666,-83.045673
42.333267,-83.041455
42.42573,-83.077094
42.373753,-83.046141
42.340249,-83.023975
42.321658,-83.107081
42.407798,-83.276707
42.331546,-83.137865
42.449305,-82.983398
42.371837,-83.24077
42.371933,-83.231681
42.404613,-83.228099
42.339515,-83.066631
42.431517,-83.146241
42.429968,-83.221871
42.344836,-83.140926
42.401799,-83.188691
42.357662,-83.228873
42.400163,-83.269357
42.316389,-83.105273
42.285306,-83.163119
42.323132,-83.085424
42.301441,-83.115933
42.334414,-83.045015
42.334241,-83.14446
42.423262,-83.03932
42.331667,-83.041886
42.400497,-83.000583
42.362474,-83.068016
42.413622,-82.94082
42.331383,-83.044172
42.429132,-83.259255
42.326807,-83.11893
42.372664,-83.192705
42.409741,-83.140426
42.387585,-83.021124
42.430683,-83.191483
42.434384,-83.00696
42.343502,-83.20758
42.374583,-82.988511
42.351403,-83.060571
42.445416,-83.169605
42.335395,-83.020316
42.348675,-83.058741
42.377606,-83.064605
42.332084,-83.041425
42.41851,-82.937994
42.417179,-83.138781
42.332158,-83.046741
42.401098,-82.943379
42.417123,-83.149198
42.334245,-83.049924
42.423253,-83.14099
42.339145,-83.056494
42.331395,-83.071198
42.414292,-83.285531
42.355282,-82.996528
42.331374,-83.075671
42.414298,-83.285334
42.333915,-83.042323
42.333905,-83.052886
42.334157,-83.03997
42.434245,-83.024254
42.330974,-83.039542
42.38618,-83.239128
42.371169,-83.073906
42.348793,-83.062547
42.411045,-83.244013
42.372112,-83.222212
42.336416,-83.046488
42.333409,-83.045352
42.351576,-83.177197
42.363228,-83.085245
42.336067,-83.221091
42.443733,-82.971955
42.37444,-83.00957
42.331395,-83.071198
42.316922,-83.132177
42.331417,-83.05082
42.305259,-83.129804
42.351764,-83.154988
42.417255,-83.133443
42.374546,-83.13895
42.292777,-83.112384
42.343074,-83.011328
42.322433,-83.090294
42.372141,-83.220921
42.352049,-83.196658
42.331414,-83.066657
42.317506,-83.104158
42.353333,-83.065141
42.443896,-83.102754
42.425636,-83.094838
42.429254,-83.252689
42.40254,-83.158183
42.372794,-83.185662
42.397443,-82.920255
42.313846,-83.125179
42.326742,-83.112412
42.409821,-83.149493
42.41667,-82.952405
42.386964,-82.949622
42.430424,-83.04367
42.331378,-83.074851
42.395106,-83.116315
42.337967,-83.032803
42.441998,-83.141948
42.338266,-83.032092
42.289791,-83.146613
42.38638,-83.229925
42.437466,-82.976086
42.331999,-83.041627
42.358132,-83.196225
42.33303,-83.045654
42.409688,-83.066489
42.358496,-82.98497
42.306547,-83.110094
42.311682,-83.126605
42.388152,-83.118752
42.3591,-83.149876
42.359369,-83.058185
42.386117,-83.139626
42.372331,-83.210948
42.364572,-83.245489
42.415528,-83.219791
42.317033,-83.127047
42.360352,-83.138429
42.356734,-83.018607
42.335213,-83.041804
42.329712,-83.046607
42.331395,-83.071198
42.365756,-83.023332
42.32896,-83.222412
42.358134,-83.199095
42.381634,-83.171225
42.407789,-82.986619
42.416657,-83.170927
42.414734,-83.257829
42.429559,-83.239796
42.432158,-83.160996
42.353896,-83.065464
42.390482,-82.972562
42.443587,-83.244899
42.408903,-83.19398
42.319113,-83.098643
42.39099,-83.139852
42.359415,-83.027491
42.357454,-83.241639
42.384639,-83.082969
42.35278,-83.068448
42.409726,-83.159139
42.340004,-83.100798
42.335382,-83.045074
42.33165,-83.049133
42.396342,-83.198498
42.429069,-83.273033
42.383672,-82.967678
42.333844,-83.054013
42.431143,-83.177984
42.371836,-83.241595
42.419297,-83.217768
42.332153,-83.042203
42.331099,-83.037097
42.338312,-83.054048
42.319009,-83.098898
42.378785,-82.991652
42.327472,-83.048238
42.450047,-82.954433
42.428816,-83.281277
42.429217,-82.981545
42.433684,-83.039252
42.415641,-82.938098
42.334336,-83.052109
42.426574,-82.965233
42.424343,-83.102045
42.417808,-82.972907
42.335213,-83.041804
42.324828,-83.13312
42.323391,-83.084589
42.313425,-83.12239
42.348039,-83.053706
42.336571,-83.138066
42.361347,-83.104207
42.335274,-83.047004
42.377733,-83.035053
42.331419,-83.066274
42.415273,-83.233498
42.38668,-83.009465
42.33924,-83.052428
42.355479,-83.066371
42.429031,-83.274441
42.366519,-83.142584
42.430443,-83.199044
42.353136,-83.100385
42.331649,-83.049156
42.395793,-83.140036
42.362186,-83.064355
42.378742,-83.145086
42.405364,-82.931753
42.430178,-83.213667
42.328955,-83.223209
42.365012,-83.219526
42.329261,-83.062023
42.416052,-83.197675
42.341979,-83.058661
42.419038,-83.277567
42.387514,-82.946243
42.389937,-82.934913
42.315585,-83.10022
42.39771,-82.988054
42.427096,-83.038674
42.310005,-83.130729
42.392666,-82.9665
42.443874,-83.233088
42.430283,-83.209923
42.336836,-83.052885
42.372096,-82.946181
42.40515,-82.932331
42.335257,-83.041693
42.400666,-82.944561
42.337752,-83.062238
42.443545,-83.246457
42.377979,-83.025006
42.416548,-83.18417
42.384753,-82.961258
42.352511,-83.069241
42.334347,-83.041234
42.309118,-83.132908
42.417508,-83.179832
42.348076,-83.037634
42.377868,-83.015288
42.361668,-83.065576
42.362553,-83.025432
42.336198,-83.150883
42.331096,-83.131479
42.35544,-83.08065
42.442998,-83.269211
42.374163,-82.960047
42.446418,-83.122636
42.418678,-83.063298
42.41632,-82.910966
42.372351,-83.209851
42.308839,-83.133598
42.331705,-83.044291
42.432812,-83.0858
42.377505,-83.178145
42.402595,-83.150103
42.324203,-83.056385
42.323132,-83.085424
42.38794,-83.177789
42.311139,-83.135347
42.359363,-83.062747
42.372436,-83.204461
42.366171,-83.160036
42.344746,-83.144892
42.329826,-83.040772
42.335213,-83.041804
42.330555,-83.047317
42.446518,-83.119344
42.431352,-83.162865
42.331708,-83.043691
42.443518,-83.248477
42.33602,-83.048746
42.414453,-83.280042
42.362493,-83.025471
42.409848,-83.072451
42.411305,-82.943883
42.416132,-83.256743
42.335257,-83.041693
42.336236,-83.047213
42.438468,-83.117104
42.374471,-83.017552
42.430362,-83.203658
42.417214,-83.145661
42.448884,-83.001278
42.351837,-83.124066
42.449442,-82.978087
42.429457,-83.243936
42.331141,-83.047858
42.364865,-83.103048
42.357057,-82.986804
42.33591,-83.139037
42.352957,-83.119602
42.425078,-83.087659
42.401108,-82.97662
42.335036,-83.046191
42.371882,-83.23434
42.446993,-83.084421
42.410332,-83.120084
42.329388,-83.150875
42.4339,-83.028229
42.335838,-83.017318
42.34665,-83.084282
42.402799,-83.134417
42.414335,-83.283889
42.430348,-83.204663
42.415929,-83.201449
42.422194,-82.940447
42.414008,-83.277361
42.333413,-83.054181
42.429495,-83.242398
42.430081,-83.217393
42.372451,-83.138856
42.431354,-83.199898
42.306124,-83.12338
42.321692,-83.104627
42.357605,-83.233138
42.386343,-83.231573
42.331184,-83.110106
42.405987,-82.996775
42.357539,-83.237483
42.398524,-83.139985
42.334414,-83.045015
42.426471,-83.282962
42.392969,-82.965657
42.329143,-83.048189
42.334417,-83.045824
42.335213,-83.041804
42.356302,-82.996721
42.33593,-83.050328
42.327993,-83.131935
42.343457,-83.210093
42.38728,-83.185052
42.359047,-83.152711
42.343478,-83.209021
42.380497,-82.943047
42.347947,-83.064715
42.432923,-83.081175
42.433555,-83.024226
42.316726,-83.104452
42.342051,-83.050252
42.368607,-83.077384
42.351124,-83.235667
42.33672,-83.052795
42.4154,-83.226529
42.359831,-83.116898
42.334601,-83.043292
42.395263,-82.95929
42.336681,-83.051539
42.421844,-82.986408
42.432242,-83.105474
42.331374,-83.075671
42.335213,-83.041804
42.344226,-83.008512
42.375848,-83.139178
42.336049,-83.048814
42.38634,-83.231714
42.406091,-82.929769
42.335719,-83.050046
42.448927,-82.99936
42.433377,-83.052068
42.330243,-83.130092
42.449882,-82.964581
42.428165,-82.95498
42.358649,-83.15791
42.448889,-83.00065
42.367977,-83.036181
42.294125,-83.153413
42.401304,-83.206333
42.358815,-83.165589
42.422913,-83.273145
42.325977,-83.045941
42.330555,-83.047317
42.446514,-83.119633
42.363538,-83.138563
42.339486,-83.196166
42.434704,-82.992797
42.417477,-83.16034
42.437301,-83.034163
42.386228,-83.152007
42.384668,-82.945619
42.343332,-83.218673
42.331475,-83.063275
42.389542,-83.159104
42.358493,-83.060583
42.366166,-83.158399
42.409542,-83.169325
42.403564,-82.936651
42.418961,-83.048434
42.374731,-83.153892
42.337728,-83.051113
42.335257,-83.041693
42.35751,-83.238861
42.31363,-83.121902
42.409866,-83.144485
42.359512,-82.983679
42.409603,-82.92018
42.323076,-83.085604
42.444011,-83.227901
42.316272,-83.105554
42.359223,-83.143935
42.347608,-83.007742
42.344587,-83.056
42.376994,-83.031135
42.331965,-83.067218
42.372734,-83.190405
42.334229,-83.044129
42.394479,-83.123009
42.290236,-83.145299
42.341761,-83.256919
42.330577,-83.111062
42.334213,-83.051194
42.410872,-83.058334
42.379175,-83.086766
42.394191,-83.118794
42.350087,-83.065919
42.402823,-83.223638
42.407386,-82.955213
42.333013,-83.030849
42.422994,-82.942329
42.335213,-83.041804
42.397103,-83.209458
42.332101,-83.216228
42.416728,-83.167762
42.309155,-83.115327
42.329826,-83.040772
42.32789,-83.109126
42.326503,-83.124156
42.414885,-83.249495
42.398345,-83.198584
42.325812,-83.076758
42.373456,-83.15935
42.402804,-82.970873
42.306737,-83.116155
42.432767,-83.087071
42.392759,-83.007392
42.343397,-83.213848
42.412144,-82.913294
42.386184,-83.072803
42.414653,-83.179704
42.335024,-83.046162
42.419897,-82.987685
42.422008,-82.998234
42.350729,-83.060124
42.331111,-83.138322
42.33985,-83.023579
42.328836,-83.051725
42.360203,-83.065798
42.362996,-83.125459
42.356177,-83.065868
42.396371,-82.956248
42.357774,-83.220725
42.44906,-82.99392
42.341636,-83.071853
42.33459,-83.052895
42.33707,-83.018142
42.429741,-83.277577
42.431272,-83.170518
