date,district,latitude,longitude
10/29/2017,2,42.398516,-83.181812
11/13/2017,7,42.373918,-83.190274
10/29/2017,2,42.397731,-83.182425
11/13/2017,7,42.366766,-83.19001
11/19/2017,7,42.389422,-83.18369
11/13/2017,7,42.376609,-83.202168
11/13/2017,7,42.375081,-83.175285
10/24/2017,1,42.407536,-83.185033
11/13/2017,2,42.398759,-83.17541
10/31/2017,5,42.381241,-83.121342
10/31/2017,5,42.385194,-83.115048
11/26/2017,3,42.438986,-83.096865
10/31/2017,5,42.359336,-83.096111
11/13/2017,7,42.397223,-83.160795
11/14/2017,5,42.38461,-83.022736
11/26/2017,5,42.376517,-82.998982
10/31/2017,5,42.353995,-83.09163
12/19/2017,2,42.436345,-83.11524
10/31/2017,5,42.385994,-83.111326
11/26/2017,2,42.436682,-83.115164
11/26/2017,2,42.406328,-83.126587
11/13/2017,4,42.379826,-82.996943
11/06/2017,4,42.402152,-82.990572
11/14/2017,6,42.326061,-83.124146
11/13/2017,5,42.380578,-83.003171
11/26/2017,5,42.376495,-83.000223
11/13/2017,5,42.382589,-83.003272
11/13/2017,5,42.381934,-83.002808
11/13/2017,5,42.381277,-83.002344
11/14/2017,3,42.389769,-83.012933
11/13/2017,4,42.388952,-83.001694
11/26/2017,5,42.377197,-82.999492
11/26/2017,5,42.377124,-82.999441
11/13/2017,4,42.410455,-82.987804
11/26/2017,4,42.416095,-82.969208
11/26/2017,4,42.411858,-82.971119
11/26/2017,4,42.411962,-82.970817
11/26/2017,4,42.411964,-82.972266
11/13/2017,4,42.383765,-82.998202
11/13/2017,4,42.379527,-82.99531
11/13/2017,4,42.379232,-82.995113
11/13/2017,4,42.378642,-82.994718
10/31/2017,6,42.330652,-83.139921
11/13/2017,4,42.403861,-82.97381
09/27/2017,4,42.408826,-82.986307
11/13/2017,4,42.414209,-82.980472
11/13/2017,4,42.417994,-82.975255
11/19/2017,3,42.420506,-83.004449
11/13/2017,4,42.40358,-82.975884
11/26/2017,4,42.407856,-82.964987
11/13/2017,4,42.376835,-82.992668
11/13/2017,3,42.395534,-83.001749
11/13/2017,5,42.381606,-83.005192
11/26/2017,5,42.371106,-82.99785
11/13/2017,4,42.416943,-82.971174
11/26/2017,4,42.417704,-82.971028
11/26/2017,4,42.417696,-82.968098
11/26/2017,4,42.417723,-82.96709
11/13/2017,4,42.419845,-82.977392
11/13/2017,4,42.413171,-82.984808
11/13/2017,4,42.406154,-82.974892
11/13/2017,7,42.395822,-83.161796
11/13/2017,4,42.407873,-82.975797
11/13/2017,4,42.410102,-82.969279
11/13/2017,4,42.412109,-82.987873
11/13/2017,4,42.418033,-82.977892
11/13/2017,4,42.419572,-82.975006
11/13/2017,4,42.418145,-82.983697
11/26/2017,4,42.38208,-83.000861
11/26/2017,4,42.382372,-83.001067
11/13/2017,5,42.383478,-83.004506
11/19/2017,3,42.437194,-83.009863
11/26/2017,5,42.375534,-83.001011
11/14/2017,3,42.388195,-83.016782
11/19/2017,3,42.436116,-83.011979
11/19/2017,3,42.435288,-83.013598
11/13/2017,5,42.380883,-83.002645
11/13/2017,2,42.401933,-83.164251
11/13/2017,2,42.399351,-83.164123
11/06/2017,5,42.375324,-82.997418
11/06/2017,5,42.376247,-82.998068
11/13/2017,5,42.381943,-83.002063
11/13/2017,4,42.419389,-82.983782
11/13/2017,5,42.384898,-83.006828
11/13/2017,5,42.386058,-83.007669
11/26/2017,5,42.372173,-82.997616
11/26/2017,5,42.374073,-82.998998
11/26/2017,5,42.378521,-83.002209
11/19/2017,4,42.411496,-83.005113
11/26/2017,5,42.379138,-82.999516
11/14/2017,5,42.386232,-83.017865
10/02/2017,4,42.395014,-82.959179
10/02/2017,4,42.394972,-82.959295
11/19/2017,6,42.331486,-83.110254
