date,district,latitude,longitude
11/06/2017,4,42.403347,-82.990429
11/06/2017,4,42.403112,-82.992985
10/25/2017,4,42.406739,-82.992266
11/13/2017,7,42.374263,-83.19917
09/25/2017,4,42.4045,-82.992258
11/19/2017,4,42.422627,-82.965762
11/13/2017,7,42.375273,-83.196231
11/13/2017,7,42.376406,-83.144255
11/13/2017,4,42.379487,-82.995926
11/13/2017,4,42.380222,-82.996421
10/09/2017,7,42.373235,-83.208107
10/09/2017,7,42.374291,-83.208134
11/26/2017,4,42.380425,-82.999687
11/26/2017,4,42.382298,-83.001016
10/29/2017,2,42.407905,-83.176473
12/19/2017,2,42.400169,-83.176114
11/09/2017,7,42.375952,-83.209398
11/09/2017,7,42.376621,-83.210108
11/26/2017,4,42.417292,-82.96526
11/26/2017,4,42.417259,-82.969382
11/26/2017,4,42.417278,-82.97105
11/26/2017,4,42.41773,-82.97008
10/29/2017,2,42.406183,-83.181095
12/19/2017,2,42.404733,-83.181669
12/19/2017,2,42.404541,-83.181661
10/29/2017,2,42.404061,-83.181639
11/13/2017,7,42.368117,-83.17327
11/13/2017,7,42.368007,-83.173266
10/24/2017,7,42.373563,-83.205684
11/13/2017,4,42.382145,-82.990831
09/28/2017,1,42.402873,-83.188618
11/13/2017,4,42.395865,-82.981907
11/13/2017,4,42.397392,-82.982905
11/09/2017,7,42.374694,-83.208816
11/09/2017,7,42.374264,-83.208802
11/09/2017,7,42.374072,-83.208798
09/22/2017,7,42.373112,-83.208774
11/13/2017,7,42.375859,-83.190833
11/13/2017,5,42.382571,-83.006994
11/13/2017,2,42.39882,-83.167843
10/25/2017,7,42.376672,-83.213083
11/19/2017,6,42.334408,-83.138252
11/14/2017,6,42.336392,-83.140142
11/19/2017,5,42.387147,-83.005153
11/13/2017,5,42.38391,-83.002882
11/13/2017,5,42.383545,-83.002625
11/13/2017,5,42.382188,-83.001668
11/26/2017,5,42.381678,-83.001306
11/26/2017,5,42.380014,-83.000131
11/26/2017,5,42.379941,-83.000079
11/26/2017,5,42.378845,-82.999311
11/13/2017,4,42.377599,-82.989037
10/02/2017,3,42.443222,-83.002233
10/08/2017,7,42.360111,-83.171106
12/20/2017,7,42.379322,-83.124297
10/03/2017,2,42.41635,-83.130721
11/13/2017,4,42.392433,-83.004661
10/31/2017,5,42.353255,-83.091899
10/08/2017,7,42.364579,-83.177319
10/08/2017,7,42.364129,-83.163344
09/22/2017,3,42.435928,-83.005538
09/27/2017,3,42.432264,-82.99929
10/03/2017,3,42.443873,-82.999329
09/27/2017,3,42.439314,-82.989832
10/08/2017,7,42.361565,-83.171151
10/08/2017,2,42.428881,-83.208129
10/08/2017,7,42.364679,-83.177322
10/08/2017,7,42.364779,-83.177326
10/29/2017,2,42.41387,-83.145761
09/29/2017,3,42.436451,-83.030096
10/08/2017,7,42.355862,-83.186219
09/29/2017,3,42.436934,-83.02949
10/08/2017,1,42.427709,-83.250307
10/29/2017,2,42.413747,-83.145757
09/22/2017,3,42.435302,-83.012986
09/28/2017,3,42.440103,-82.995395
10/08/2017,7,42.362165,-83.17555
10/08/2017,5,42.374173,-83.099271
11/13/2017,7,42.386255,-83.164045
10/31/2017,6,42.32139,-83.143146
10/31/2017,7,42.380587,-83.126649
11/13/2017,4,42.41822,-82.974614
11/13/2017,4,42.418729,-82.975959
09/25/2017,5,42.374473,-83.000369
11/26/2017,4,42.412274,-82.969911
11/26/2017,5,42.376371,-82.999408
11/13/2017,4,42.378696,-82.997482
11/19/2017,5,42.374701,-83.094944
10/31/2017,5,42.352877,-83.097564
11/06/2017,5,42.371736,-82.981782
10/31/2017,7,42.381609,-83.128331
11/13/2017,5,42.381836,-83.005359
11/13/2017,5,42.381679,-83.005245
11/09/2017,7,42.377995,-83.208922
11/06/2017,5,42.372472,-82.994788
12/19/2017,4,42.37803,-82.95669
11/13/2017,5,42.383339,-83.006702
10/24/2017,1,42.40056,-83.18576
11/13/2017,5,42.384949,-83.003611
11/26/2017,4,42.412803,-82.967886
11/13/2017,5,42.384511,-83.003304
10/06/2017,1,42.403428,-83.190506
12/19/2017,1,42.396463,-83.18941
10/12/2017,4,42.400275,-82.941385
10/08/2017,6,42.344117,-83.091649
11/19/2017,6,42.294502,-83.110142
12/18/2017,5,42.385461,-83.119957
11/13/2017,7,42.3799,-83.133482
11/13/2017,7,42.371562,-83.138256
11/13/2017,7,42.38091,-83.132293
11/13/2017,7,42.37975,-83.131042
11/13/2017,7,42.381211,-83.145449
11/13/2017,7,42.377571,-83.136944
11/14/2017,5,42.382969,-83.028636
11/19/2017,3,42.438713,-83.025756
11/13/2017,7,42.369715,-83.179887
11/06/2017,4,42.372964,-82.979009
12/19/2017,4,42.375917,-82.960586
11/13/2017,4,42.382363,-82.990985
11/19/2017,7,42.382778,-83.168802
11/06/2017,5,42.371806,-82.982823
11/06/2017,4,42.376935,-82.984727
11/26/2017,4,42.410687,-82.958675
11/06/2017,4,42.370068,-82.978974
12/19/2017,4,42.377718,-82.957065
11/06/2017,4,42.370396,-82.976445
11/06/2017,5,42.370488,-82.984811
11/06/2017,5,42.370415,-82.984759
11/13/2017,4,42.397423,-82.982397
12/19/2017,4,42.383377,-82.960735
11/06/2017,4,42.363026,-82.934769
11/26/2017,4,42.409881,-82.967418
12/19/2017,4,42.381581,-82.955429
11/19/2017,3,42.443095,-83.002916
12/19/2017,4,42.379376,-82.951564
12/19/2017,4,42.381401,-82.950552
11/19/2017,3,42.435383,-82.994538
12/19/2017,4,42.376724,-82.960362
12/19/2017,4,42.378619,-82.961601
11/13/2017,4,42.38751,-82.996596
11/13/2017,4,42.381694,-82.99257
11/13/2017,4,42.381472,-82.992424
11/13/2017,4,42.394686,-82.98386
11/06/2017,5,42.369819,-82.985806
11/06/2017,5,42.369142,-82.985297
11/13/2017,4,42.381324,-82.992327
11/13/2017,4,42.380658,-82.991886
12/19/2017,4,42.383591,-82.961623
12/19/2017,4,42.382964,-82.961215
11/13/2017,4,42.39641,-82.985659
11/06/2017,5,42.370866,-82.984247
11/06/2017,5,42.371084,-82.984404
12/19/2017,4,42.378315,-82.956218
11/19/2017,6,42.338833,-83.109791
11/19/2017,6,42.346296,-83.098061
11/09/2017,7,42.36814,-83.217159
11/19/2017,6,42.344472,-83.109585
11/13/2017,7,42.374841,-83.199195
11/13/2017,7,42.370575,-83.199001
10/03/2017,1,42.40403,-83.186328
10/03/2017,1,42.405927,-83.186408
12/19/2017,2,42.398063,-83.180738
10/29/2017,2,42.407144,-83.18114
11/14/2017,7,42.345047,-83.197889
10/29/2017,2,42.407814,-83.181803
11/14/2017,7,42.375297,-83.203329
10/09/2017,7,42.373907,-83.208124
09/22/2017,7,42.373784,-83.208791
11/13/2017,7,42.37523,-83.175977
11/14/2017,7,42.341207,-83.217965
11/13/2017,7,42.374372,-83.198468
11/13/2017,7,42.378403,-83.17363
09/26/2017,1,42.404922,-83.185344
10/06/2017,1,42.407709,-83.1907
11/13/2017,7,42.376873,-83.173573
09/27/2017,1,42.406913,-83.185444
10/29/2017,2,42.408255,-83.17757
11/13/2017,7,42.368599,-83.195986
11/13/2017,7,42.374647,-83.176486
10/06/2017,1,42.407022,-83.191251
11/13/2017,7,42.366994,-83.174457
10/29/2017,2,42.398143,-83.18138
